,Unnamed: 0,osmid,y,x,street_cou,lon,lat,ref,highway,geometry,gridID_lon,gridID_lat,inner_grid_lon,inner_grid_lat
0,0,16874214,45.4358687,-73.8983655,3,-73.8983655,45.4358687,,,POINT (-73.8983655 45.4358687),0.0,0.0,None,None
1,1,2076579875,45.4368727,-73.89413449999999,3,-73.89413449999999,45.4368727,49,motorway_junction,POINT (-73.89413450000001 45.4368727),0.0,0.0,None,None
2,2,16874246,45.443665,-73.8766694,3,-73.8766694,45.443665,,,POINT (-73.8766694 45.443665),0.0,0.0,None,None
3,3,16874253,45.448305100000006,-73.86722259999999,3,-73.86722259999999,45.448305100000006,50,motorway_junction,POINT (-73.86722260000001 45.4483051),0.0,1.0,None,None
4,4,109892866,45.450269,-73.862746,4,-73.862746,45.450269,,,POINT (-73.862746 45.450269),0.0,1.0,None,None
5,5,4322954829,45.4561222,-73.84355550000001,4,-73.84355550000001,45.4561222,52,motorway_junction,POINT (-73.84355549999999 45.4561222),1.0,1.0,None,None
6,6,16874298,45.442538899999995,-73.8134452,3,-73.8134452,45.442538899999995,,,POINT (-73.8134452 45.4425389),1.0,0.0,None,None
7,7,7721254396,45.4434383,-73.8098163,3,-73.8098163,45.4434383,,,POINT (-73.80981629999999 45.4434383),1.0,0.0,None,None
8,8,16874301,45.4472698,-73.800189,3,-73.800189,45.4472698,51,motorway_junction,POINT (-73.800189 45.4472698),2.0,1.0,None,None
9,9,7721254407,45.449034399999995,-73.7911632,3,-73.7911632,45.449034399999995,,,POINT (-73.7911632 45.4490344),2.0,1.0,None,None
10,10,101435479,45.4472342,-73.7970216,1,-73.7970216,45.4472342,,,POINT (-73.79702159999999 45.4472342),2.0,1.0,None,None
11,11,17052722,45.6026049,-73.5610705,3,-73.5610705,45.6026049,8-O,motorway_junction,POINT (-73.5610705 45.6026049),7.0,5.0,None,None
12,12,224932987,45.603426899999995,-73.5625056,3,-73.5625056,45.603426899999995,8-E,motorway_junction,POINT (-73.56250559999999 45.6034269),7.0,5.0,None,None
13,13,17052729,45.601533,-73.56949279999999,3,-73.56949279999999,45.601533,,,POINT (-73.56949280000001 45.601533),7.0,5.0,None,None
14,14,246653148,45.59709229999999,-73.573411,3,-73.573411,45.59709229999999,78,motorway_junction,POINT (-73.57341099999999 45.5970923),7.0,5.0,None,None
15,15,17052772,45.511606,-73.6605634,3,-73.6605634,45.511606,,,POINT (-73.6605634 45.511606),5.0,3.0,None,None
16,16,17052775,45.5054789,-73.66437629999999,3,-73.66437629999999,45.5054789,66,motorway_junction,POINT (-73.6643763 45.5054789),5.0,2.0,0,1
17,17,98426483,45.5011402,-73.6633566,3,-73.6633566,45.5011402,,,POINT (-73.6633566 45.5011402),5.0,2.0,0,1
18,18,8630521026,45.5022391,-73.6679197,3,-73.6679197,45.5022391,,,POINT (-73.6679197 45.5022391),4.0,2.0,None,None
19,19,17052780,45.4977291,-73.6733873,3,-73.6733873,45.4977291,65,motorway_junction,POINT (-73.6733873 45.4977291),4.0,2.0,None,None
20,20,2133239474,45.49614520000001,-73.6761185,3,-73.6761185,45.49614520000001,,,POINT (-73.6761185 45.4961452),4.0,2.0,None,None
21,21,227856404,45.494915999999996,-73.68246040000001,3,-73.68246040000001,45.494915999999996,64,motorway_junction,POINT (-73.6824604 45.494916),4.0,2.0,None,None
22,22,17052789,45.4913831,-73.7013317,4,-73.7013317,45.4913831,62,motorway_junction,POINT (-73.7013317 45.4913831),4.0,2.0,None,None
23,23,6151696451,45.4894059,-73.70906740000001,3,-73.70906740000001,45.4894059,,,POINT (-73.7090674 45.4894059),4.0,2.0,None,None
24,24,116453662,45.4896643,-73.72466440000001,4,-73.72466440000001,45.4896643,60,motorway_junction,POINT (-73.72466439999999 45.4896643),3.0,2.0,None,None
25,25,17052796,45.4905608,-73.7536897,3,-73.7536897,45.4905608,,,POINT (-73.7536897 45.4905608),3.0,2.0,None,None
26,26,17052801,45.4869195,-73.77919490000001,4,-73.77919490000001,45.4869195,55,motorway_junction,POINT (-73.77919489999999 45.4869195),2.0,2.0,None,None
27,27,3626111540,45.4833524,-73.7870923,3,-73.7870923,45.4833524,,,POINT (-73.7870923 45.4833524),2.0,2.0,None,None
28,28,98418247,45.474422600000004,-73.805161,3,-73.805161,45.474422600000004,,,POINT (-73.805161 45.4744226),2.0,1.0,None,None
29,29,19703235,45.693137,-73.6906679,1,-73.6906679,45.693137,,,POINT (-73.69066789999999 45.693137),,,,
30,30,592667362,45.694731299999994,-73.6914943,3,-73.6914943,45.694731299999994,,,POINT (-73.6914943 45.6947313),,,,
31,31,26232354,45.484964700000006,-73.5836307,3,-73.5836307,45.484964700000006,,,POINT (-73.5836307 45.4849647),6.0,2.0,None,None
32,32,5355158340,45.4797846,-73.5919366,3,-73.5919366,45.4797846,1-S,motorway_junction,POINT (-73.5919366 45.4797846),6.0,2.0,None,None
33,33,26232357,45.4886657,-73.5780077,3,-73.5780077,45.4886657,,,POINT (-73.5780077 45.4886657),6.0,2.0,None,None
34,34,26232411,45.5249843,-73.5820089,3,-73.5820089,45.5249843,,traffic_signals,POINT (-73.58200890000001 45.5249843),6.0,3.0,None,None
35,35,209424775,45.5252518,-73.5817733,3,-73.5817733,45.5252518,,,POINT (-73.58177329999999 45.5252518),6.0,3.0,None,None
36,36,26232412,45.524530799999994,-73.58240390000002,4,-73.58240390000002,45.524530799999994,,traffic_signals,POINT (-73.5824039 45.5245308),6.0,3.0,None,None
37,37,1279450733,45.5241566,-73.5816334,3,-73.5816334,45.5241566,,,POINT (-73.5816334 45.5241566),6.0,3.0,None,None
38,38,209046803,45.5253515,-73.5842146,4,-73.5842146,45.5253515,,,POINT (-73.5842146 45.5253515),6.0,3.0,None,None
39,39,26232413,45.523974100000004,-73.58290229999999,4,-73.58290229999999,45.523974100000004,,traffic_signals,POINT (-73.5829023 45.5239741),6.0,3.0,None,None
40,40,209424812,45.524794799999995,-73.58471429999999,3,-73.58471429999999,45.524794799999995,,traffic_signals,POINT (-73.5847143 45.5247948),6.0,3.0,None,None
41,41,182070154,45.5233719,-73.58342059999998,4,-73.58342059999998,45.5233719,,,POINT (-73.5834206 45.5233719),6.0,3.0,None,None
42,42,209424671,45.522886799999995,-73.58058129999999,4,-73.58058129999999,45.522886799999995,,traffic_signals,POINT (-73.58058130000001 45.5228868),6.0,3.0,None,None
43,43,26232418,45.5229174,-73.5838297,4,-73.5838297,45.5229174,,,POINT (-73.5838297 45.5229174),6.0,3.0,None,None
44,44,209424667,45.522443599999995,-73.58426700000001,3,-73.58426700000001,45.522443599999995,,,POINT (-73.584267 45.5224436),6.0,3.0,None,None
45,45,182071333,45.5233626,-73.5850273,3,-73.5850273,45.5233626,,,POINT (-73.58502729999999 45.5233626),6.0,3.0,None,None
46,46,26232424,45.5215218,-73.5851083,3,-73.5851083,45.5215218,,,POINT (-73.5851083 45.5215218),6.0,3.0,None,None
47,47,209049348,45.5211408,-73.58546209999999,3,-73.58546209999999,45.5211408,,,POINT (-73.5854621 45.5211408),6.0,3.0,None,None
48,48,209046764,45.52166210000001,-73.58497750000001,3,-73.58497750000001,45.52166210000001,,,POINT (-73.58497749999999 45.5216621),6.0,3.0,None,None
49,49,26232426,45.5206289,-73.58592490000001,4,-73.58592490000001,45.5206289,,,POINT (-73.58592489999999 45.5206289),6.0,3.0,None,None
50,50,26232428,45.520117799999994,-73.5863671,4,-73.5863671,45.520117799999994,,traffic_signals,POINT (-73.5863671 45.5201178),6.0,3.0,None,None
51,51,31777180,45.521970700000004,-73.5888796,4,-73.5888796,45.521970700000004,,stop,POINT (-73.5888796 45.5219707),6.0,3.0,None,None
52,52,209046761,45.5210597,-73.5855319,3,-73.5855319,45.5210597,,,POINT (-73.58553190000001 45.5210597),6.0,3.0,None,None
53,53,31701547,45.5195946,-73.586834,4,-73.586834,45.5195946,,,POINT (-73.586834 45.5195946),6.0,3.0,None,None
54,54,29794110,45.521474100000006,-73.58934090000001,4,-73.58934090000001,45.521474100000006,,traffic_signals,POINT (-73.5893409 45.5214741),6.0,3.0,None,None
55,55,26232430,45.5189324,-73.5874398,4,-73.5874398,45.5189324,,traffic_signals,POINT (-73.5874398 45.5189324),6.0,3.0,None,None
56,56,31777142,45.517891799999994,-73.5851588,4,-73.5851588,45.517891799999994,,traffic_signals,POINT (-73.5851588 45.5178918),6.0,3.0,None,None
57,57,26232432,45.518367100000006,-73.5879419,3,-73.5879419,45.518367100000006,,,POINT (-73.5879419 45.5183671),6.0,3.0,None,None
58,58,127986323,45.5181782,-73.5881032,3,-73.5881032,45.5181782,,,POINT (-73.58810320000001 45.5181782),6.0,3.0,None,None
59,59,26232956,45.5178966,-73.5642865,4,-73.5642865,45.5178966,,traffic_signals,POINT (-73.56428649999999 45.5178966),7.0,3.0,0,0
60,60,208863091,45.5189319,-73.56652559999999,3,-73.56652559999999,45.5189319,,traffic_signals,POINT (-73.56652560000001 45.5189319),7.0,3.0,0,0
61,61,426402982,45.51690670000001,-73.5648378,3,-73.5648378,45.51690670000001,,,POINT (-73.56483780000001 45.5169067),7.0,3.0,0,0
62,62,26232979,45.5184044,-73.5639736,4,-73.5639736,45.5184044,,,POINT (-73.5639736 45.5184044),7.0,3.0,0,0
63,63,159935914,45.5144765,-73.5567583,4,-73.5567583,45.5144765,,,POINT (-73.5567583 45.5144765),7.0,3.0,1,0
64,64,2075285153,45.519198100000004,-73.5656943,1,-73.5656943,45.519198100000004,,,POINT (-73.5656943 45.5191981),7.0,3.0,0,0
65,65,208908783,45.51890039999999,-73.5636925,4,-73.5636925,45.51890039999999,,traffic_signals,POINT (-73.5636925 45.5189004),7.0,3.0,0,0
66,66,26232994,45.514389,-73.55657990000002,4,-73.55657990000002,45.514389,,,POINT (-73.5565799 45.514389),7.0,3.0,1,0
67,67,215702281,45.515532799999995,-73.5555397,3,-73.5555397,45.515532799999995,,,POINT (-73.5555397 45.5155328),7.0,3.0,1,0
68,68,208828262,45.5138338,-73.55537059999999,4,-73.55537059999999,45.5138338,,traffic_signals,POINT (-73.5553706 45.5138338),7.0,3.0,1,0
69,69,26233000,45.511985100000004,-73.549524,3,-73.549524,45.511985100000004,,,POINT (-73.54952400000001 45.5119851),7.0,3.0,1,0
70,70,3381405110,45.512773200000005,-73.5491204,3,-73.5491204,45.512773200000005,,,POINT (-73.54912040000001 45.5127732),7.0,3.0,1,0
71,71,215694665,45.5110316,-73.5500463,1,-73.5500463,45.5110316,,stop,POINT (-73.55004630000001 45.5110316),7.0,3.0,1,0
72,72,3381405108,45.5123551,-73.55095990000001,3,-73.55095990000001,45.5123551,,,POINT (-73.5509599 45.5123551),7.0,3.0,1,0
73,73,26233006,45.5150145,-73.5593442,1,-73.5593442,45.5150145,,,POINT (-73.5593442 45.5150145),7.0,3.0,0,0
74,74,29239099,45.5140203,-73.5571645,3,-73.5571645,45.5140203,,,POINT (-73.5571645 45.5140203),7.0,3.0,1,0
75,75,26233023,45.5147825,-73.56155340000001,1,-73.56155340000001,45.5147825,,,POINT (-73.56155339999999 45.5147825),7.0,3.0,0,0
76,76,286125195,45.516411,-73.5650549,3,-73.5650549,45.516411,,,POINT (-73.56505490000001 45.516411),7.0,3.0,0,0
77,77,26233203,45.493787100000006,-73.5749228,4,-73.5749228,45.493787100000006,,,POINT (-73.5749228 45.4937871),6.0,2.0,None,None
78,78,29796371,45.493858200000005,-73.57508100000001,4,-73.57508100000001,45.493858200000005,,,POINT (-73.575081 45.4938582),6.0,2.0,None,None
79,79,276497236,45.4929864,-73.5732386,3,-73.5732386,45.4929864,,,POINT (-73.5732386 45.4929864),7.0,2.0,0,1
80,80,29796734,45.4944922,-73.57424990000001,4,-73.57424990000001,45.4944922,,,POINT (-73.5742499 45.4944922),6.0,2.0,None,None
81,81,26233204,45.4922055,-73.5764348,4,-73.5764348,45.4922055,,,POINT (-73.5764348 45.4922055),6.0,2.0,None,None
82,82,486670797,45.4929571,-73.5757163,3,-73.5757163,45.4929571,,,POINT (-73.5757163 45.4929571),6.0,2.0,None,None
83,83,4751478593,45.4917833,-73.5756339,2,-73.5756339,45.4917833,,,POINT (-73.5756339 45.4917833),6.0,2.0,None,None
84,84,26233205,45.4911085,-73.57745240000001,3,-73.57745240000001,45.4911085,,traffic_signals,POINT (-73.5774524 45.4911085),6.0,2.0,None,None
85,85,486671643,45.4916883,-73.5769145,3,-73.5769145,45.4916883,,,POINT (-73.5769145 45.4916883),6.0,2.0,None,None
86,86,26233216,45.4913182,-73.5805459,2,-73.5805459,45.4913182,,traffic_signals,POINT (-73.5805459 45.4913182),6.0,2.0,None,None
87,87,31702486,45.4922849,-73.57947659999999,1,-73.57947659999999,45.4922849,,,POINT (-73.57947660000001 45.4922849),6.0,2.0,None,None
88,88,31702633,45.490683700000005,-73.5813055,3,-73.5813055,45.490683700000005,,,POINT (-73.5813055 45.4906837),6.0,2.0,None,None
89,89,26233223,45.4927542,-73.58576579999999,3,-73.58576579999999,45.4927542,,traffic_signals,POINT (-73.5857658 45.4927542),6.0,2.0,None,None
90,90,26233225,45.4957179,-73.58244870000001,4,-73.58244870000001,45.4957179,,traffic_signals,POINT (-73.5824487 45.4957179),6.0,2.0,None,None
91,91,29796648,45.492060200000004,-73.58689509999999,3,-73.58689509999999,45.492060200000004,,,POINT (-73.58689510000001 45.4920602),6.0,2.0,None,None
92,92,618066348,45.4950952,-73.5814115,4,-73.5814115,45.4950952,,,POINT (-73.5814115 45.4950952),6.0,2.0,None,None
93,93,26233226,45.4965571,-73.5817392,4,-73.5817392,45.4965571,,traffic_signals,POINT (-73.5817392 45.4965571),6.0,2.0,None,None
94,94,29783887,45.496481,-73.5830261,3,-73.5830261,45.496481,,,POINT (-73.5830261 45.496481),6.0,2.0,None,None
95,95,618066350,45.496092499999996,-73.58027750000001,3,-73.58027750000001,45.496092499999996,,,POINT (-73.58027749999999 45.4960925),6.0,2.0,None,None
96,96,208991351,45.497202,-73.58110450000001,3,-73.58110450000001,45.497202,,traffic_signals,POINT (-73.5811045 45.497202),6.0,2.0,None,None
97,97,26233228,45.498324100000005,-73.5800002,3,-73.5800002,45.498324100000005,,traffic_signals,POINT (-73.5800002 45.4983241),6.0,2.0,None,None
98,98,208991310,45.4979583,-73.5803602,3,-73.5803602,45.4979583,,,POINT (-73.5803602 45.4979583),6.0,2.0,None,None
99,99,6721030536,45.4988102,-73.5795407,3,-73.5795407,45.4988102,,,POINT (-73.5795407 45.4988102),6.0,2.0,None,None
100,100,26233231,45.5011223,-73.5772965,4,-73.5772965,45.5011223,,traffic_signals,POINT (-73.5772965 45.5011223),6.0,2.0,None,None
101,101,229511926,45.498704,-73.57230859999999,3,-73.57230859999999,45.498704,,,POINT (-73.5723086 45.498704),7.0,2.0,0,2
102,102,29796963,45.5018459,-73.5766344,4,-73.5766344,45.5018459,,traffic_signals,POINT (-73.5766344 45.5018459),6.0,2.0,None,None
103,103,183654252,45.5004396,-73.5780041,4,-73.5780041,45.5004396,,traffic_signals,POINT (-73.5780041 45.5004396),6.0,2.0,None,None
104,104,26233234,45.5049722,-73.5735,4,-73.5735,45.5049722,,traffic_signals,POINT (-73.5735 45.5049722),7.0,2.0,0,2
105,105,229561217,45.5043709,-73.5741067,3,-73.5741067,45.5043709,,,POINT (-73.5741067 45.5043709),6.0,2.0,None,None
106,106,29793979,45.5064151,-73.5764417,3,-73.5764417,45.5064151,,traffic_signals,POINT (-73.5764417 45.5064151),6.0,2.0,None,None
107,107,208678573,45.505564899999996,-73.57297659999999,3,-73.57297659999999,45.505564899999996,,,POINT (-73.5729766 45.5055649),7.0,2.0,0,2
108,108,26233235,45.50624620000001,-73.5725409,3,-73.5725409,45.50624620000001,,,POINT (-73.57254090000001 45.5062462),7.0,2.0,0,2
109,109,208687501,45.506126200000004,-73.572618,3,-73.572618,45.506126200000004,,,POINT (-73.57261800000001 45.5061262),7.0,2.0,0,2
110,110,124062147,45.50759620000001,-73.57534759999999,4,-73.57534759999999,45.50759620000001,,,POINT (-73.5753476 45.5075962),6.0,2.0,None,None
111,111,208756312,45.5066547,-73.5723037,3,-73.5723037,45.5066547,,,POINT (-73.57230370000001 45.5066547),7.0,2.0,0,2
112,112,26233299,45.503288500000004,-73.55498890000001,3,-73.55498890000001,45.503288500000004,,,POINT (-73.5549889 45.5032885),7.0,2.0,1,2
113,113,215729309,45.5027484,-73.55530959999999,4,-73.55530959999999,45.5027484,,,POINT (-73.5553096 45.5027484),7.0,2.0,1,2
114,114,3624815843,45.5030742,-73.5542218,3,-73.5542218,45.5030742,,,POINT (-73.55422179999999 45.5030742),7.0,2.0,1,2
115,115,26233305,45.5065886,-73.55302840000002,3,-73.55302840000002,45.5065886,,,POINT (-73.5530284 45.5065886),7.0,2.0,1,2
116,116,215702350,45.506905100000004,-73.5537604,3,-73.5537604,45.506905100000004,,,POINT (-73.5537604 45.5069051),7.0,2.0,1,2
117,117,215694669,45.506212100000006,-73.55333370000001,4,-73.55333370000001,45.506212100000006,,,POINT (-73.5533337 45.5062121),7.0,2.0,1,2
118,118,26233307,45.5082445,-73.5521607,3,-73.5521607,45.5082445,,,POINT (-73.5521607 45.5082445),7.0,2.0,1,2
119,119,1765696594,45.5081179,-73.5516353,1,-73.5516353,45.5081179,,,POINT (-73.5516353 45.5081179),7.0,2.0,1,2
120,120,215694681,45.506913399999995,-73.55283659999999,3,-73.55283659999999,45.506913399999995,,,POINT (-73.55283660000001 45.5069134),7.0,2.0,1,2
121,121,26233308,45.508622100000004,-73.5519833,3,-73.5519833,45.508622100000004,,,POINT (-73.5519833 45.5086221),7.0,2.0,1,2
122,122,208932307,45.50943970000001,-73.5541701,3,-73.5541701,45.50943970000001,,,POINT (-73.55417009999999 45.5094397),7.0,3.0,1,0
123,123,26233311,45.50988220000001,-73.551413,3,-73.551413,45.50988220000001,,,POINT (-73.551413 45.5098822),7.0,3.0,1,0
124,124,471723743,45.509753,-73.55145429999999,3,-73.55145429999999,45.509753,,,POINT (-73.5514543 45.509753),7.0,3.0,1,0
125,125,26233315,45.507638,-73.5545303,1,-73.5545303,45.507638,,,POINT (-73.5545303 45.507638),7.0,2.0,1,2
126,126,215694685,45.5072131,-73.5535687,3,-73.5535687,45.5072131,,,POINT (-73.5535687 45.5072131),7.0,2.0,1,2
127,127,26233322,45.5104814,-73.5533439,4,-73.5533439,45.5104814,,,POINT (-73.5533439 45.5104814),7.0,3.0,1,0
128,128,26233324,45.510695500000004,-73.55385600000001,4,-73.55385600000001,45.510695500000004,,,POINT (-73.553856 45.5106955),7.0,3.0,1,0
129,129,208962848,45.5118521,-73.5530583,1,-73.5530583,45.5118521,,,POINT (-73.5530583 45.5118521),7.0,3.0,1,0
130,130,26233367,45.50230139999999,-73.55386750000001,1,-73.55386750000001,45.50230139999999,,,POINT (-73.5538675 45.5023014),7.0,2.0,1,2
131,131,4023831274,45.5023409,-73.55414809999999,2,-73.55414809999999,45.5023409,,,POINT (-73.55414810000001 45.5023409),7.0,2.0,1,2
132,132,26233369,45.50335689999999,-73.5538978,2,-73.5538978,45.50335689999999,,,POINT (-73.5538978 45.5033569),7.0,2.0,1,2
133,133,215722845,45.50353079999999,-73.5548613,3,-73.5548613,45.50353079999999,,,POINT (-73.5548613 45.5035308),7.0,2.0,1,2
134,134,26235133,45.5049346,-73.5566568,1,-73.5566568,45.5049346,,traffic_signals,POINT (-73.5566568 45.5049346),7.0,2.0,1,2
135,135,26235146,45.5043649,-73.5545203,4,-73.5545203,45.5043649,,,POINT (-73.55452029999999 45.5043649),7.0,2.0,1,2
136,136,26235136,45.5068735,-73.5572712,3,-73.5572712,45.5068735,,traffic_signals,POINT (-73.5572712 45.5068735),7.0,2.0,1,2
137,137,393141752,45.5081897,-73.5563147,3,-73.5563147,45.5081897,,,POINT (-73.5563147 45.5081897),7.0,2.0,1,2
138,138,29794337,45.507522200000004,-73.5587233,4,-73.5587233,45.507522200000004,,traffic_signals,POINT (-73.5587233 45.5075222),7.0,2.0,0,2
139,139,26235139,45.5056881,-73.5582363,3,-73.5582363,45.5056881,,traffic_signals,POINT (-73.5582363 45.5056881),7.0,2.0,1,2
140,140,5416197378,45.50618060000001,-73.559252,2,-73.559252,45.50618060000001,,,POINT (-73.559252 45.5061806),7.0,2.0,0,2
141,141,26235141,45.5088097,-73.5558427,3,-73.5558427,45.5088097,,traffic_signals,POINT (-73.5558427 45.5088097),7.0,2.0,1,2
142,142,208822926,45.509877100000004,-73.5550613,3,-73.5550613,45.509877100000004,,,POINT (-73.55506130000001 45.5098771),7.0,3.0,1,0
143,143,208710094,45.5094961,-73.5573436,4,-73.5573436,45.5094961,,traffic_signals,POINT (-73.5573436 45.5094961),7.0,3.0,1,0
144,144,26233370,45.504149600000005,-73.553713,1,-73.553713,45.504149600000005,,,POINT (-73.553713 45.5041496),7.0,2.0,1,2
145,145,26235231,45.5064112,-73.55977929999999,4,-73.55977929999999,45.5064112,,traffic_signals,POINT (-73.5597793 45.5064112),7.0,2.0,0,2
146,146,209350764,45.5057903,-73.5603443,3,-73.5603443,45.5057903,,,POINT (-73.5603443 45.5057903),7.0,2.0,0,2
147,147,26235236,45.504252799999996,-73.5687475,1,-73.5687475,45.504252799999996,,,POINT (-73.5687475 45.5042528),7.0,2.0,0,2
148,148,208756291,45.5048746,-73.5699802,3,-73.5699802,45.5048746,,,POINT (-73.5699802 45.5048746),7.0,2.0,0,2
149,149,26235238,45.5018649,-73.5710946,1,-73.5710946,45.5018649,,,POINT (-73.5710946 45.5018649),7.0,2.0,0,2
150,150,208773285,45.5014711,-73.5702651,3,-73.5702651,45.5014711,,,POINT (-73.5702651 45.5014711),7.0,2.0,0,2
151,151,29217072,45.513583000000004,-73.6836699,4,-73.6836699,45.513583000000004,,traffic_signals,POINT (-73.6836699 45.513583),4.0,3.0,1,0
152,152,246283586,45.513499100000004,-73.6835316,4,-73.6835316,45.513499100000004,,traffic_signals,POINT (-73.68353159999999 45.5134991),4.0,3.0,1,0
153,153,246283530,45.5170231,-73.6885824,4,-73.6885824,45.5170231,,,POINT (-73.6885824 45.5170231),4.0,3.0,1,0
154,154,215062666,45.51286079999999,-73.6845765,3,-73.6845765,45.51286079999999,,,POINT (-73.68457650000001 45.5128608),4.0,3.0,1,0
155,155,29217073,45.510078799999995,-73.6881236,4,-73.6881236,45.510078799999995,,,POINT (-73.6881236 45.5100788),4.0,3.0,1,0
156,156,246283590,45.5099802,-73.68796259999999,4,-73.68796259999999,45.5099802,,,POINT (-73.68796260000001 45.5099802),4.0,3.0,1,0
157,157,581020609,45.509837700000006,-73.6884527,3,-73.6884527,45.509837700000006,,,POINT (-73.6884527 45.5098377),4.0,3.0,1,0
158,158,29217078,45.50636,-73.6822153,4,-73.6822153,45.50636,,,POINT (-73.6822153 45.50636),4.0,2.0,None,None
159,159,581020654,45.506452100000004,-73.68209240000002,4,-73.68209240000002,45.506452100000004,,,POINT (-73.6820924 45.5064521),4.0,2.0,None,None
160,160,215062535,45.5052912,-73.68027420000001,4,-73.68027420000001,45.5052912,,traffic_signals,POINT (-73.6802742 45.5052912),4.0,2.0,None,None
161,161,29217080,45.5042891,-73.6773463,4,-73.6773463,45.5042891,,,POINT (-73.6773463 45.5042891),4.0,2.0,None,None
162,162,581020581,45.5043819,-73.67722109999998,5,-73.67722109999998,45.5043819,,,POINT (-73.6772211 45.5043819),4.0,2.0,None,None
163,163,298140026,45.5031299,-73.6788312,4,-73.6788312,45.5031299,,,POINT (-73.6788312 45.5031299),4.0,2.0,None,None
164,164,227778611,45.5034948,-73.6752292,3,-73.6752292,45.5034948,,,POINT (-73.6752292 45.5034948),4.0,2.0,None,None
165,165,29217089,45.512606299999995,-73.70547380000001,3,-73.70547380000001,45.512606299999995,,,POINT (-73.70547379999999 45.5126063),4.0,3.0,0,0
166,166,31242498,45.512491,-73.7056193,4,-73.7056193,45.512491,,,POINT (-73.7056193 45.512491),4.0,3.0,0,0
167,167,298561984,45.5131229,-73.7063124,4,-73.7063124,45.5131229,,,POINT (-73.7063124 45.5131229),4.0,3.0,0,0
168,168,29217092,45.511103000000006,-73.7066157,3,-73.7066157,45.511103000000006,,,POINT (-73.7066157 45.511103),4.0,3.0,0,0
169,169,31242628,45.5113896,-73.7062411,3,-73.7062411,45.5113896,,,POINT (-73.7062411 45.5113896),4.0,3.0,0,0
170,170,29599058,45.510517,-73.70734250000001,3,-73.70734250000001,45.510517,,,POINT (-73.7073425 45.510517),4.0,3.0,0,0
171,171,29237094,45.5013951,-73.6633516,3,-73.6633516,45.5013951,70-E,motorway_junction,POINT (-73.6633516 45.5013951),5.0,2.0,0,1
172,172,2133247519,45.5035235,-73.66500479999999,3,-73.66500479999999,45.5035235,,motorway_junction,POINT (-73.66500480000001 45.5035235),5.0,2.0,0,1
173,173,5239457462,45.5063547,-73.6636402,3,-73.6636402,45.5063547,,,POINT (-73.6636402 45.5063547),5.0,2.0,0,1
174,174,29237097,45.5003442,-73.6310435,4,-73.6310435,45.5003442,,traffic_signals,POINT (-73.6310435 45.5003442),5.0,2.0,1,1
175,175,2485523843,45.5002955,-73.6309382,4,-73.6309382,45.5002955,,traffic_signals,POINT (-73.6309382 45.5002955),5.0,2.0,1,1
176,176,29784717,45.497994299999995,-73.6331474,4,-73.6331474,45.497994299999995,,,POINT (-73.6331474 45.4979943),5.0,2.0,1,1
177,177,29784714,45.500873999999996,-73.63219659999999,4,-73.63219659999999,45.500873999999996,,traffic_signals,POINT (-73.6321966 45.500874),5.0,2.0,1,1
178,178,29239079,45.516155299999994,-73.5968195,3,-73.5968195,45.516155299999994,,traffic_signals,POINT (-73.5968195 45.5161553),6.0,3.0,None,None
179,179,124524582,45.5162939,-73.59678740000001,3,-73.59678740000001,45.5162939,,,POINT (-73.5967874 45.5162939),6.0,3.0,None,None
180,180,29795235,45.515901799999995,-73.5944382,4,-73.5944382,45.515901799999995,,traffic_signals,POINT (-73.5944382 45.5159018),6.0,3.0,None,None
181,181,391531806,45.5159063,-73.6006812,3,-73.6006812,45.5159063,,,POINT (-73.6006812 45.5159063),6.0,3.0,None,None
182,182,29239085,45.5161201,-73.5880304,3,-73.5880304,45.5161201,,,POINT (-73.58803039999999 45.5161201),6.0,3.0,None,None
183,183,31706407,45.5127653,-73.580783,3,-73.580783,45.5127653,,,POINT (-73.580783 45.5127653),6.0,3.0,None,None
184,184,29795878,45.512741,-73.5583012,4,-73.5583012,45.512741,,,POINT (-73.5583012 45.512741),7.0,3.0,1,0
185,185,29239153,45.5112266,-73.4860519,4,-73.4860519,45.5112266,,,POINT (-73.48605190000001 45.5112266),8.0,3.0,None,None
186,186,534994925,45.51190689999999,-73.4855979,4,-73.4855979,45.51190689999999,,crossing,POINT (-73.4855979 45.5119069),8.0,3.0,None,None
187,187,293288752,45.51018870000001,-73.4829509,1,-73.4829509,45.51018870000001,,,POINT (-73.48295090000001 45.5101887),8.0,3.0,None,None
188,188,290013187,45.510546999999995,-73.48651109999999,3,-73.48651109999999,45.510546999999995,,,POINT (-73.4865111 45.510547),8.0,3.0,None,None
189,189,571438233,45.512213700000004,-73.4891235,3,-73.4891235,45.512213700000004,,,POINT (-73.48912350000001 45.5122137),8.0,3.0,None,None
190,190,29287991,45.5335079,-73.6157357,3,-73.6157357,45.5335079,,,POINT (-73.6157357 45.5335079),6.0,3.0,None,None
191,191,438343154,45.534175299999994,-73.61511949999999,4,-73.61511949999999,45.534175299999994,,stop,POINT (-73.61511950000001 45.5341753),6.0,3.0,None,None
192,192,213943484,45.534005900000004,-73.6168296,3,-73.6168296,45.534005900000004,,,POINT (-73.6168296 45.5340059),6.0,3.0,None,None
193,193,29452649,45.499520399999994,-73.6292848,3,-73.6292848,45.499520399999994,,,POINT (-73.62928479999999 45.4995204),5.0,2.0,1,1
